Diamtrs,Laiks3,Laiks2,Laiks1
1.676,8.52,51.27,37.41
1.5,0.13,32.49,30.77
0.836,10.49,38.97,2.84
1.314,19.93,49.54,25.02
0.428,26.06,2.57,22.18
0.022,9.58,23.46,51.69
1.094,17.93,26.08,26.92
1.663,8.99,28.45,55.77
2.08,5.77,33.49,21.54
2.632,16.05,50.35,45.45
2.689,31.77,30.85,23.99
1.237,7.94,7.17,15.24
1.348,59.31,19.52,6.33
1.994,4.33,8.39,40.45
0.691,6.76,42.45,31.63
1.269,57.57,34.87,4.84
2.033,40.89,36.39,31.98
2.661,34.41,5.51,27.21
2.156,0.64,0.02,12.26
1.36,3.31,12.96,4.55
1.591,48.89,11.2,24.94
2.884,56.22,41.29,1.72
0.816,23.98,11.68,43.21
2.614,10.27,56.99,11.59
1.808,50.69,18.74,24.89
0.758,53.22,36.58,27.1
0.51,7.1,45.12,20.75
1.102,10.41,42.93,52.79
0.13,17.74,48.63,53.83
1.825,43.51,43.55,16.11
1.769,58.54,26.82,5.91
2.178,6.21,1.56,12.48
1.105,10.56,30.67,5.89
0.502,2.41,11.46,44.5
0.274,18.33,57.41,19.63
1.584,23.73,41.33,22.23
1.767,29.9,30.84,6.66
0.332,15.54,36.81,18.18
0.854,55.29,30.12,54.62
1.884,7.87,11.55,32.64
0.452,23.79,3.9,41.94
1.657,24.03,58.31,34.86
0.032,9.88,15.45,48.48
0.793,59.37,1.27,29.63
0.534,54.9,43.71,6.73
1.911,21.54,43.29,15.78
2.056,35.46,23.32,55.18
2.671,19.67,17.73,17.39
0.537,27.38,2.83,56.99
1.741,37.78,38.94,47.25
2.754,24.59,5.27,5.16
1.95,26.77,13.92,28.88
2.246,12.74,49.91,51.52
1.565,46.57,34.22,50.99
1.468,56.78,29.8,50.45
1.736,26.05,27.32,59.78
0.738,31.83,53.41,5.07
2.419,18.35,56.99,45.22
1.759,2.49,50.73,23.37
2.233,2.55,1.94,22.86
0.304,2.01,10.77,21.08
1.975,57.48,26.83,55.78
2.768,44.06,49.5,7.05
1.411,43.88,13.26,17.09
1.343,53.38,54.31,57.82
1.846,41.54,12.29,39.74
2.545,43.64,49.9,12.52
0.421,36.35,30.68,23.01
1.011,7.91,22.79,4.66
0.41,29.95,32.06,59.58
0.858,47.3,18.83,35.13
2.847,3.49,47.34,49.51
0.428,58.33,25.6,23.25
2.793,1.1,10.14,25.19
2.467,37.58,44.76,32.71
1.531,30.15,53.42,34.3
1.894,37.46,42.4,56.08
1.179,53.02,46.31,11.22
1.899,48.15,52.02,16.08
1.956,14.0,56.7,45.64
0.827,45.62,6.16,8.68
1.867,1.41,35.84,12.92
1.349,24.73,59.86,19.52
1.931,41.24,58.91,11.89
0.43,7.67,38.33,17.99
0.05,40.21,20.32,43.87
2.096,54.71,38.79,6.54
0.673,8.56,13.11,35.67
2.827,33.38,32.95,10.74
1.568,20.76,26.11,7.15
1.749,23.65,15.78,27.28
2.373,15.97,57.4,6.73
1.352,28.51,48.79,18.62
0.799,24.85,28.81,38.66
0.7,26.18,17.55,14.33
2.085,15.57,26.35,21.29
2.751,25.28,4.63,11.47
1.498,2.12,50.26,33.0
1.126,34.32,4.69,19.1
2.62,22.41,45.24,40.37
1.885,59.99,5.75,3.66
2.698,18.68,45.86,59.5
0.26,2.24,33.56,12.42
1.982,40.4,11.53,9.82
2.313,18.74,26.15,8.02
2.129,29.94,44.58,34.8
0.404,56.6,51.8,26.8
0.33,45.26,4.51,7.56
0.473,1.49,57.66,52.51
0.762,51.15,48.54,51.9
2.397,35.77,0.82,25.35
2.942,57.07,49.61,24.72
2.626,44.56,53.92,8.56
2.683,39.05,58.29,13.07
0.711,19.19,43.31,57.13
2.835,46.28,8.89,54.69
1.146,56.64,9.51,11.21
2.189,45.61,31.14,13.31
2.235,17.69,10.61,23.94
2.686,48.2,11.44,28.28
1.256,29.84,51.89,25.23
0.518,18.82,24.89,30.61
0.345,35.64,53.13,32.62
0.53,34.63,37.62,30.43
2.623,27.59,20.18,27.06
2.5,24.39,5.74,5.71
0.957,22.11,8.56,20.68
2.488,16.13,54.76,23.98
0.84,43.01,52.13,42.3
0.695,57.7,29.23,34.2
0.584,11.41,53.92,6.58
0.77,9.68,0.12,55.12
0.999,37.03,2.56,41.58
2.578,18.26,26.14,11.41
1.545,23.78,27.31,56.16
1.075,6.15,47.02,41.44
2.459,47.38,37.74,6.31
0.148,52.03,59.29,42.64
0.96,54.55,58.02,0.41
0.152,6.69,56.23,3.34
1.522,53.66,39.76,47.37
0.276,53.51,37.84,51.33
2.992,40.53,50.2,2.36
0.453,44.75,27.05,48.45
2.7,50.86,12.87,17.78
2.19,43.1,17.86,34.57
1.593,4.79,2.31,36.94
2.208,14.54,32.66,53.14
0.877,31.47,25.51,56.0
0.499,57.17,26.11,31.27
1.462,14.32,13.54,53.23
1.394,53.77,24.46,41.73
1.919,38.77,28.83,42.22
0.709,14.89,1.8,2.11
2.934,33.17,12.14,16.98
2.542,33.67,46.06,38.84
0.671,1.3,43.89,56.58
2.148,26.98,10.29,2.89
2.798,51.25,3.42,3.89
0.576,0.75,49.32,35.4
1.194,51.45,28.55,38.95
0.962,30.67,45.78,7.46
2.291,17.26,20.34,6.25
1.978,25.25,18.48,4.7
0.798,35.3,20.43,9.44
1.868,57.61,55.4,39.73
1.695,40.34,15.59,21.87
1.913,32.17,25.38,49.98
0.438,6.59,47.6,27.11
0.11,3.78,18.11,48.68
0.967,2.61,13.1,12.58
1.562,36.89,56.06,59.57
2.313,26.41,15.15,19.52
1.856,49.05,15.23,32.97
1.619,52.23,47.83,47.47
0.306,37.34,56.41,10.67
0.216,3.91,35.05,11.68
0.292,17.97,28.37,40.1
2.596,23.82,30.03,50.22
2.46,28.27,37.55,36.86
1.212,50.23,52.81,3.81
0.714,50.98,2.71,43.73
2.189,17.86,41.82,59.02
2.959,47.15,22.07,36.02
0.971,31.54,48.76,44.06
1.155,6.44,55.08,38.81
1.818,57.45,46.98,47.4
1.275,4.04,59.81,38.26
0.859,1.57,21.16,55.42
1.379,47.21,56.98,53.52
0.133,10.98,26.41,49.21
1.293,57.73,6.62,42.35
1.14,21.88,25.63,55.55
1.182,8.5,20.59,35.18
0.044,1.44,16.75,41.17
2.659,56.0,10.65,39.07
2.612,51.57,17.55,35.79
0.749,14.81,21.86,20.42
0.496,33.66,5.15,12.25
2.572,15.56,44.11,28.83
2.682,20.35,14.93,29.49
1.678,54.67,41.9,32.33
0.136,29.33,1.19,18.93
0.858,37.38,49.93,55.7
1.546,9.49,27.46,29.29
1.188,28.66,58.98,38.4
2.518,53.49,19.81,34.79
2.633,14.94,33.3,21.9
1.285,5.1,9.73,28.02
1.44,35.31,9.23,57.62
2.617,12.82,59.18,44.42
2.118,9.99,21.63,6.35
1.721,21.91,9.58,49.42
1.287,35.36,11.7,53.03
0.711,19.24,31.28,28.23
0.894,21.49,10.54,52.03
1.208,8.15,3.03,11.11
1.453,24.74,36.39,59.12
0.892,52.9,56.61,35.22
2.899,41.56,36.75,20.17
1.341,12.61,58.48,27.86
1.457,13.09,18.3,6.45
2.09,28.38,27.26,51.24
2.666,24.63,40.66,39.32
1.542,9.06,35.19,45.68
0.62,46.15,38.28,26.13
1.537,2.79,16.03,23.64
1.577,36.29,42.74,14.53
1.008,46.42,23.41,37.96
1.569,59.75,56.16,1.53
0.077,10.54,34.35,44.12
1.644,54.85,20.11,1.28
2.25,29.33,6.55,10.24
0.785,28.24,20.77,51.87
1.614,56.88,25.27,8.01
1.347,53.32,29.99,7.99
2.596,35.59,45.3,59.32
2.566,11.46,18.06,39.5
1.919,35.23,9.61,55.92
2.881,53.2,41.59,27.95
1.317,32.51,41.48,23.32
0.62,58.53,53.7,39.94
2.617,55.48,40.85,41.9
2.11,18.93,14.89,7.81
1.013,18.03,22.15,28.08
0.578,9.35,25.89,57.02
2.606,4.53,54.57,56.17
1.607,33.3,31.25,40.12
2.968,44.22,49.17,15.97
2.13,1.43,43.94,27.55
1.402,11.65,11.1,49.43
2.65,47.45,59.24,5.58
2.808,35.55,22.17,26.45
2.95,30.27,2.16,56.72
0.694,18.29,11.96,24.64
1.828,34.79,24.96,40.75
1.725,54.7,32.82,14.35
2.428,10.5,33.28,17.41
1.327,16.68,55.88,37.24
2.03,20.67,52.88,40.13
1.625,40.06,8.45,14.89
2.651,35.04,56.61,57.95
2.037,48.84,14.35,23.58
0.628,2.52,28.81,57.93
2.104,42.57,44.23,3.03
1.774,51.22,29.76,55.1
2.845,50.52,32.28,42.41
2.849,22.05,40.13,49.57
2.157,33.87,33.28,45.18
1.739,54.93,40.54,38.31
1.578,24.85,57.74,34.25
2.26,54.8,13.86,56.87
0.981,54.79,49.38,49.64
0.237,2.1,48.09,13.13
2.195,10.25,58.06,26.54
2.224,13.22,41.08,37.91
2.581,9.88,57.91,35.14
2.677,3.59,46.6,12.17
1.821,29.57,2.65,2.71
0.908,29.03,22.81,23.97
1.446,16.65,16.05,3.95
2.984,41.01,43.82,23.52
0.588,37.76,27.11,28.23
0.101,40.47,49.73,28.75
1.858,1.29,39.89,7.06
0.905,8.11,56.08,57.38
1.96,31.0,26.55,55.82
1.483,29.54,36.96,20.51
0.073,23.08,18.13,3.28
2.097,21.93,8.75,43.53
2.148,58.63,48.2,49.7
0.075,50.31,10.79,20.54
1.986,43.81,26.88,56.52
1.539,34.09,30.47,49.6
1.437,22.48,22.99,42.54
1.379,40.23,21.82,5.26
2.855,14.72,40.98,58.77
0.178,55.57,37.21,22.18
2.831,24.34,11.48,2.16
1.924,15.83,15.07,16.05
1.275,56.07,24.23,45.07
2.072,6.29,45.3,48.54
2.338,18.3,29.79,17.22
2.281,12.66,29.15,23.3
2.974,27.22,50.54,31.67
0.893,57.36,26.16,8.54
2.339,6.57,40.31,55.34
1.907,13.31,30.99,56.82
1.459,16.77,56.71,29.91
2.297,48.91,7.9,12.25
2.299,59.1,42.68,44.72
2.815,58.24,27.89,39.47
2.41,51.87,53.7,55.89
2.034,30.68,34.89,23.65
2.191,48.04,9.05,25.45
1.647,54.7,13.81,38.49
2.166,48.63,45.32,23.94
0.724,43.01,29.04,20.38
0.465,59.49,48.99,39.52
2.759,52.69,44.71,7.42
2.343,19.04,10.47,1.16
2.968,33.43,41.32,18.38
2.873,57.43,39.61,30.38
0.596,12.68,59.68,9.17
2.656,31.53,1.47,31.78
1.49,53.69,20.34,20.94
1.714,18.67,23.36,53.36
1.686,5.52,42.71,50.62
1.603,41.2,5.79,48.02
0.525,55.47,28.39,36.03
2.546,50.6,31.91,10.19
2.848,13.24,56.87,50.66
2.797,16.87,23.06,27.2
1.183,27.43,41.33,37.84
1.205,43.92,20.88,42.33
0.422,20.25,17.57,44.22
2.345,45.53,56.72,24.51
2.214,25.88,16.85,34.17
2.576,8.35,1.68,14.45
1.94,1.41,12.08,20.62
1.846,36.5,51.88,9.12
2.517,19.22,37.49,18.33
1.447,16.23,41.54,32.23
2.289,8.9,49.73,36.21
2.907,47.68,11.81,59.02
1.824,11.48,47.36,16.83
2.042,13.71,20.25,20.65
1.383,49.88,38.85,56.29
2.495,25.22,20.8,57.04
2.71,8.28,20.51,38.14
2.729,54.34,6.57,7.54
1.171,5.37,53.86,5.92
0.006,19.67,29.09,9.05
0.359,4.46,56.09,11.06
0.468,4.83,19.49,59.54
0.605,59.35,4.09,56.19
1.606,53.72,55.04,28.24
1.574,10.4,35.85,25.34
0.802,41.03,56.99,51.79
1.009,57.14,6.56,21.41
1.217,56.74,26.33,25.44
2.796,11.97,4.2,11.73
2.076,30.71,1.62,57.06
1.154,33.69,0.01,42.21
0.476,20.9,4.95,56.35
0.425,28.58,27.17,19.71
2.22,48.21,5.55,42.94
2.283,29.18,13.76,33.56
2.151,15.58,7.3,47.8
2.283,53.88,14.92,13.41
1.535,0.1,42.59,10.33
0.543,33.41,22.74,49.59
0.691,29.8,44.78,56.53
1.279,9.04,48.53,13.22
1.749,49.75,39.31,52.06
0.273,31.68,50.15,37.27
0.699,50.7,14.19,0.58
0.77,56.16,33.36,48.49
1.326,1.48,0.59,16.94
2.86,19.59,6.93,2.06
2.44,0.63,14.98,0.26
1.373,36.48,37.51,12.02
1.545,41.15,33.61,5.71
0.09,14.03,47.68,50.89
1.798,31.74,26.93,11.71
2.829,48.12,58.28,37.52
1.38,27.52,24.53,46.62
2.419,0.46,46.64,13.18
0.819,51.46,30.91,49.0
0.652,14.88,11.31,38.69
1.378,9.12,38.97,49.43
2.097,23.87,10.94,33.75
1.431,40.89,0.19,22.3
0.674,58.38,25.81,10.84
2.648,10.75,22.56,0.69
2.482,0.11,10.63,5.26
0.685,33.7,34.43,35.97
1.405,21.01,18.92,23.98
1.933,43.69,3.79,32.12
0.708,47.34,35.76,57.43
1.916,26.96,5.95,9.43
1.802,46.83,4.82,36.39
1.93,16.36,15.41,30.48
0.75,20.02,48.2,28.39
0.874,53.17,58.07,24.53
0.589,38.96,40.32,13.89
1.858,58.28,56.36,35.42
0.08,40.06,16.9,6.39
0.82,23.9,8.68,7.17
2.544,47.38,44.28,22.35
2.738,56.27,56.71,56.16
2.519,30.19,18.76,48.69
1.866,28.75,14.57,47.34
2.697,21.91,22.01,42.16
1.263,21.13,45.53,28.39
0.969,27.42,28.57,56.01
1.481,55.19,36.28,48.82
1.837,51.47,50.79,20.24
0.481,36.07,46.41,7.55
2.795,55.02,37.59,27.51
1.035,17.03,12.15,41.77
1.759,36.2,16.69,52.39
2.448,31.32,31.23,46.71
2.83,6.53,3.05,22.78
0.882,11.88,20.84,13.67
2.436,22.41,51.33,4.52
0.399,52.6,43.59,10.15
0.596,45.13,59.42,7.32
0.442,27.95,30.14,27.61
2.272,11.31,16.83,15.57
0.141,21.97,9.45,15.57
1.244,29.31,32.88,9.91
1.876,53.12,28.78,22.29
1.661,12.37,41.93,6.76
0.626,0.63,39.1,23.07
0.617,24.05,56.18,49.34
2.407,9.23,33.55,19.06
2.957,10.02,1.57,34.38
2.946,54.32,20.11,12.35
2.665,13.19,20.11,15.63
2.438,9.24,10.11,1.83
0.661,56.62,23.48,19.03
2.565,15.07,32.9,0.77
1.92,54.39,38.3,39.89
1.586,44.65,49.11,12.96
2.563,20.47,46.5,0.61
2.865,9.95,1.46,23.64
0.409,37.53,21.27,26.71
1.355,44.36,31.74,35.19
0.549,6.67,0.13,48.16
0.468,51.88,46.8,34.66
1.5,3.89,32.47,27.82
2.287,58.51,48.74,35.94
1.888,31.65,48.82,37.37
0.855,32.36,24.67,54.02
0.256,16.63,40.87,10.01
2.573,14.59,34.93,52.2
0.378,11.54,20.25,22.84
1.999,12.6,27.86,6.74
2.324,2.44,52.45,26.18
0.901,16.75,15.78,41.43
0.501,36.86,51.23,57.71
2.603,37.82,36.47,36.74
0.602,3.35,6.36,59.34
1.389,33.09,36.93,33.75
2.145,49.33,5.98,55.59
0.573,32.41,59.24,53.25
2.656,28.29,36.65,49.33
0.683,26.48,40.19,32.49
0.725,6.22,14.51,58.0
2.1,51.35,37.97,25.25
0.58,57.45,50.69,56.54
1.703,20.06,54.47,45.39
2.834,29.17,17.18,46.79
0.72,35.22,27.21,8.51
2.346,8.29,42.29,56.66
0.049,47.67,32.14,7.76
1.019,2.51,6.07,38.81
1.044,48.42,34.07,20.04
2.554,29.77,21.43,5.46
0.489,21.63,27.62,23.65
1.471,57.56,36.14,36.55
0.413,59.85,39.08,37.15
2.801,8.96,22.26,29.98
0.722,37.33,50.67,0.97
1.622,18.36,9.26,50.23
2.683,27.37,27.79,36.49
0.382,27.97,42.34,50.46
2.123,52.92,46.04,42.26
0.649,47.63,3.0,3.24
0.569,20.25,53.61,47.88
2.634,13.09,7.45,32.16
0.811,27.36,34.83,3.71
1.69,2.61,3.17,48.28
1.324,35.32,17.67,33.43
1.852,59.99,48.11,56.83
0.436,12.41,6.21,27.95
2.739,9.65,0.12,14.31
2.551,47.67,17.09,15.55
1.696,40.8,25.31,58.85
2.906,29.86,56.89,37.62
0.772,5.6,19.84,31.08
1.32,28.61,43.55,4.22
2.916,23.68,15.59,30.94
2.793,29.41,49.02,40.96
0.378,24.47,42.16,28.28
1.52,4.94,28.46,19.42
0.287,41.33,17.81,10.57
2.202,7.62,29.17,25.93
1.963,16.01,4.88,51.24
0.668,1.3,59.28,34.83
2.217,1.03,44.82,18.97
2.886,19.89,29.75,5.5
1.547,58.79,5.1,45.18
1.427,56.51,11.83,15.68
0.077,40.4,59.75,58.93
1.724,46.51,12.9,1.32
2.545,59.33,40.76,32.91
0.318,27.98,9.13,16.7
1.147,16.47,25.31,31.88
1.339,35.2,4.51,28.81
0.369,39.97,7.11,39.65
0.88,47.55,40.67,2.89
2.267,51.96,41.63,21.74
2.082,9.37,4.53,36.98
0.192,0.26,26.63,59.19
1.978,48.87,51.26,30.54
2.01,15.72,57.12,36.55
0.535,49.14,43.53,18.37
1.595,19.65,50.53,58.01
0.435,3.17,42.46,25.47
0.116,11.33,9.81,35.24
0.691,51.68,41.16,59.22
2.431,45.46,3.34,35.6
0.791,31.69,50.96,33.23
0.973,34.79,5.77,1.43
2.615,47.93,42.09,48.86
2.636,44.52,40.75,48.58
0.923,27.1,34.13,47.56
2.093,42.19,6.68,18.22
1.541,49.47,8.19,52.51
2.351,10.23,2.32,19.69
2.195,54.83,11.62,38.98
2.954,10.49,54.11,10.35
2.777,44.56,54.96,19.98
2.805,50.44,15.55,12.75
0.638,42.16,27.42,23.74
2.103,22.62,33.24,19.51
2.375,12.03,51.78,18.42
1.131,54.52,25.09,41.94
2.716,39.69,29.67,12.12
1.701,26.89,13.78,42.04
0.816,36.66,22.01,6.88
2.906,6.73,38.19,18.46
0.979,24.72,40.16,48.68
2.642,51.16,28.44,42.37
1.69,34.43,57.71,7.19
1.513,33.39,6.0,32.54
2.888,26.43,32.85,50.22
0.398,11.08,1.19,14.78
1.732,11.97,51.36,37.19
2.426,31.49,57.05,54.3
1.422,42.69,50.96,32.11
0.435,36.52,51.48,31.66
1.678,48.05,28.99,58.78
2.188,31.38,56.1,33.62
1.36,52.77,51.68,46.53
1.184,53.64,1.28,37.84
2.732,0.37,12.15,54.53
0.537,58.34,1.05,44.74
0.505,39.65,49.71,12.89
0.98,55.65,49.5,45.56
0.403,23.26,1.35,47.98
0.451,3.1,39.93,48.61
0.085,34.56,38.47,43.24
1.06,44.17,34.86,58.21
1.005,8.28,16.71,33.78
1.207,43.42,7.91,49.22
1.533,5.16,46.12,41.85
0.914,51.24,59.12,41.9
1.016,10.85,24.03,5.05
0.202,20.64,36.31,19.83
2.381,0.51,1.83,44.67
0.239,13.8,9.48,13.51
1.905,30.02,55.72,42.02
0.889,22.29,49.49,27.4
0.625,20.97,51.57,18.43
1.386,59.65,34.29,8.99
0.586,50.09,39.73,11.12
1.013,48.84,17.2,38.39
0.596,17.01,28.19,20.63
2.916,56.78,2.97,9.84
0.804,22.24,13.87,55.01
2.14,20.81,8.99,34.11
1.815,54.31,27.34,23.75
2.844,4.79,30.18,49.26
1.839,41.3,54.42,8.77
0.973,3.12,17.27,59.56
1.07,48.89,54.86,14.05
2.318,5.22,24.64,49.88
0.143,16.18,30.03,30.66
0.976,42.44,3.43,21.12
0.8,39.16,24.23,40.03
2.791,50.83,0.96,48.68
2.363,13.49,21.69,34.09
0.787,27.31,53.77,48.29
1.156,20.42,45.79,32.34
2.258,27.66,19.43,28.64
1.384,45.13,51.32,58.72
0.677,37.03,0.68,58.69
1.747,36.89,22.29,11.69
0.54,38.55,47.06,45.2
2.21,31.96,8.29,20.82
2.676,20.82,38.88,19.38
1.762,17.53,18.36,47.25
2.316,18.77,38.91,29.37
1.164,50.62,38.73,28.02
0.74,4.73,35.86,10.96
0.483,2.21,34.13,21.66
0.483,12.58,33.01,45.79
1.449,3.59,23.48,0.54
1.621,4.35,1.27,58.89
2.33,23.19,52.52,30.11
1.43,4.52,21.41,36.48
0.551,41.29,26.5,25.95
1.406,45.63,37.26,58.25
0.026,28.39,51.75,44.49
2.659,28.72,7.69,56.75
0.088,16.03,42.84,54.28
1.538,51.82,44.91,41.94
2.669,13.15,53.62,32.87
1.596,2.11,46.82,28.6
1.13,16.47,35.62,27.17
0.736,28.79,49.02,16.66
0.413,14.31,10.74,38.77
0.801,3.25,9.09,33.74
1.661,22.05,4.51,36.29
1.345,38.83,43.97,7.74
0.775,54.51,51.69,33.26
1.04,33.62,57.17,54.55
1.25,6.31,21.45,17.99
0.19,48.05,19.81,39.72
1.864,26.88,4.11,25.25
2.507,34.5,50.56,1.05
1.479,4.99,5.54,30.75
1.535,37.3,12.89,55.16
0.68,13.52,58.8,19.69
1.943,7.72,4.45,32.1
0.86,35.86,57.72,58.36
1.731,29.65,57.22,28.94
0.508,19.47,42.93,26.45
2.212,52.68,3.78,26.13
0.256,43.7,21.15,34.26
0.554,55.63,9.02,17.68
2.771,54.69,47.5,31.35
0.796,20.92,29.3,14.34
0.125,13.83,14.68,7.41
1.545,10.16,26.48,17.32
2.825,27.93,8.98,17.15
1.72,50.95,29.74,27.7
0.766,47.0,56.77,19.37
1.066,40.95,49.75,49.42
1.098,12.03,38.93,13.17
0.025,49.92,23.55,26.39
1.815,11.86,30.52,34.16
2.466,13.48,20.47,2.37
1.734,4.56,9.05,0.47
2.093,51.16,41.25,30.81
0.121,26.04,22.6,44.93
0.507,21.29,36.27,44.41
1.387,48.44,53.71,3.32
2.582,1.07,16.11,22.29
1.512,33.63,22.28,17.68
0.323,6.85,11.87,18.17
2.69,57.59,15.95,10.88
1.37,30.93,53.28,27.79
0.668,19.58,55.63,34.62
1.372,16.64,28.15,30.31
0.059,56.2,12.41,26.36
1.548,13.88,23.69,41.96
2.704,22.89,36.13,36.23
1.602,17.86,24.86,59.14
0.36,7.14,43.52,15.57
0.146,2.35,25.34,1.19
0.283,40.0,32.97,27.76
2.859,15.98,29.85,54.14
2.575,4.68,34.1,18.65
0.285,14.78,10.38,54.53
2.1,5.02,45.36,22.16
2.814,27.15,11.25,46.72
0.078,46.38,18.58,58.63
0.647,49.69,9.71,50.64
0.945,19.62,9.23,49.51
1.142,46.58,7.32,23.48
0.21,47.3,43.99,41.83
0.91,28.66,36.07,28.78
0.017,6.79,15.01,8.66
2.626,59.77,0.66,52.87
1.063,28.6,37.09,59.12
2.334,0.79,2.53,16.55
1.405,52.11,53.25,27.49
1.854,42.72,1.96,10.24
0.943,16.13,48.52,46.54
0.956,30.29,49.73,51.96
0.22,37.76,17.11,45.83
1.664,18.91,20.81,10.25
2.302,57.39,19.65,15.29
2.147,39.11,7.83,7.63
2.976,24.23,43.3,31.07
2.237,45.41,17.82,38.24
1.985,58.53,57.52,21.73
1.395,57.43,2.05,27.16
1.258,2.3,24.25,35.14
1.742,3.44,39.32,44.08
1.092,23.19,31.37,0.82
2.704,4.46,6.99,42.92
0.485,16.85,54.3,5.29
2.42,8.61,28.87,48.11
1.75,27.08,7.78,47.02
1.108,53.31,44.7,34.66
2.355,36.18,45.29,50.08
2.861,14.33,31.37,46.48
1.583,50.06,38.41,33.24
0.414,37.1,0.41,13.18
0.541,44.22,15.59,12.31
2.616,10.87,44.25,31.83
0.412,34.04,21.33,1.38
2.423,58.91,54.48,41.86
2.302,3.85,35.68,10.48
2.891,57.44,32.37,55.21
0.183,56.0,49.02,5.74
0.267,19.27,6.94,53.83
0.834,27.58,16.55,14.58
2.327,5.39,51.43,32.25
1.119,52.26,5.34,34.25
2.316,27.07,21.81,27.27
1.322,57.93,3.07,56.98
1.258,52.73,33.01,55.78
0.734,44.04,36.37,11.76
0.2,59.79,58.75,14.23
2.784,51.69,34.05,10.41
0.244,42.98,38.86,17.46
2.722,53.1,16.02,56.83
2.238,1.56,5.59,16.31
1.319,0.68,2.13,47.74
1.726,51.55,38.72,22.79
1.328,39.38,58.25,4.44
2.027,28.98,24.71,40.67
2.993,58.33,9.14,27.24
1.695,29.3,53.91,54.82
0.377,44.39,24.74,19.61
0.819,6.67,8.81,29.4
2.851,56.57,1.18,46.96
1.252,27.92,48.22,19.05
2.542,35.52,6.54,49.28
0.139,13.61,0.76,12.19
0.214,6.75,16.62,5.87
0.494,13.51,23.48,7.28
0.168,25.93,26.17,9.14
2.247,19.76,49.49,28.63
1.171,38.21,16.6,48.59
0.549,1.66,15.69,16.84
2.807,24.25,47.42,33.34
1.34,45.84,35.34,16.26
2.456,47.02,0.96,39.97
1.205,27.4,20.33,37.57
0.043,18.14,8.17,15.59
1.154,56.87,39.18,36.83
0.071,51.27,17.31,18.79
1.234,29.99,2.03,18.25
1.75,0.27,57.82,54.19
0.839,14.64,24.14,36.21
0.495,4.19,47.44,41.85
2.37,20.82,33.32,45.15
1.21,4.18,10.05,10.22
1.709,16.37,21.95,20.71
2.326,32.5,0.59,24.36
1.658,17.48,48.65,36.92
2.707,58.15,58.64,14.49
1.071,10.61,45.37,33.26
0.446,14.75,51.57,43.14
0.277,37.54,14.5,23.02
0.434,42.56,3.02,49.81
2.186,35.07,2.43,45.62
0.586,44.76,47.42,14.75
1.293,5.15,15.81,33.15
1.856,17.23,45.0,45.06
1.893,32.94,20.26,42.68
0.568,26.57,10.55,46.98
0.488,46.88,48.51,4.23
0.658,16.89,54.02,18.51
1.212,12.18,11.38,0.28
2.915,53.48,17.52,35.83
1.892,31.13,8.47,21.14
1.479,14.32,59.49,16.18
1.9,31.33,22.35,37.41
2.741,35.55,8.44,32.09
2.063,12.73,15.16,43.54
0.584,1.4,54.36,41.1
1.181,10.61,19.71,34.83
0.053,0.34,22.76,14.75
0.545,14.53,54.72,47.06
2.908,38.18,20.9,17.17
0.71,57.88,43.6,37.53
0.411,6.54,11.49,15.82
0.144,38.72,10.18,20.88
0.754,54.79,16.73,0.29
0.665,0.29,18.2,12.25
2.273,15.44,12.56,6.37
0.994,26.91,47.23,59.1
2.689,7.65,34.04,24.88
0.722,54.17,16.25,32.96
1.867,47.83,34.37,22.99
0.139,22.73,6.68,40.39
0.034,3.03,57.1,30.44
1.021,15.74,42.31,35.42
2.747,15.12,27.65,21.73
2.193,39.67,31.57,1.18
1.976,23.07,10.02,30.78
0.847,9.5,9.58,53.01
1.998,57.11,2.29,37.01
0.7,47.99,27.74,4.37
1.524,51.82,28.56,14.87
1.129,35.16,39.46,35.56
2.966,54.01,26.26,5.96
0.562,39.46,8.84,44.24
0.428,48.39,17.86,44.57
1.344,50.27,34.77,51.19
1.929,33.67,22.89,23.41
1.771,15.56,39.58,48.8
1.315,54.42,13.52,50.06
1.145,26.18,32.3,21.71
2.549,29.81,2.37,8.86
2.99,57.83,7.32,1.96
2.012,43.83,56.0,57.59
1.074,56.09,28.45,24.51
2.652,41.32,32.21,15.83
1.193,42.46,26.65,42.12
0.879,15.33,42.12,9.33
1.645,17.31,6.9,30.23
1.117,57.3,21.68,53.66
2.102,38.9,18.32,33.23
0.259,31.39,54.82,16.56
2.097,52.55,59.77,13.5
2.896,11.72,27.86,0.34
0.609,58.94,34.26,58.62
1.399,54.63,0.17,53.66
1.991,56.78,40.3,0.19
2.63,12.86,34.24,20.81
1.688,11.14,8.46,55.88
1.005,6.25,36.39,35.04
0.411,5.91,35.63,39.45
0.859,39.26,19.66,12.98
0.035,52.8,40.6,51.75
2.645,10.37,29.97,58.9
1.708,26.44,14.22,3.47
0.776,11.61,1.29,40.25
1.311,57.98,35.23,37.74
1.126,57.23,43.51,47.26
0.575,2.85,47.69,55.13
0.035,8.11,53.29,38.55
2.295,10.18,15.38,57.73
0.123,44.15,42.72,16.09
1.484,27.18,18.49,2.37
2.179,38.06,52.86,21.71
1.4,56.2,35.45,37.09
0.543,26.5,43.74,53.45
0.946,13.21,16.77,52.67
2.675,22.34,40.93,54.22
0.412,48.2,1.65,15.45
1.22,31.46,19.46,50.86
0.935,42.23,47.48,50.97
0.477,16.84,29.96,17.85
